0,1,2,3,4,5,6,7,short_name,long_name,nationality_name,PFoot_Right
1.0,0.22624933092326635,0.7923755782923718,0.30973392371461805,0.6199475090448622,0.33900169271804137,0.4253191785315146,0.3483427763200402,L. Messi,Lionel Andrés Messi Cuccittini,Argentina,0
0.9558327782614515,0.3701778992897162,0.8838699912061461,0.5911319580648329,0.7884725518155122,0.3394201142142183,0.43538064293136436,0.4378129444672753,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,Portugal,1
0.9588150627151901,0.17060817723131605,0.7215535365125612,0.3203671169356303,0.6197122979215648,0.23535162793495423,0.3988035175793294,0.27759356550130426,Neymar Jr,Neymar da Silva Santos Júnior,Brazil,1
0.1947522773391132,0.4977187735332287,0.885085200705136,0.1299771251333655,0.9107839237788349,0.15091696856546252,0.37260670216604524,0.5616931559837761,J. Oblak,Jan Oblak,Slovenia,1
0.9540858037971993,0.21834943178536415,0.7129367778431652,0.36320162818840074,0.6275319038552272,0.24105944222841424,0.495617811695572,0.26473823902943955,E. Hazard,Eden Michael Hazard,Belgium,1
0.9718559663662154,0.43074954144141137,0.7466230089261805,0.29903636612318685,0.48809806987587434,0.22922687604767236,0.43941342438881575,0.5130091606479661,K. De Bruyne,Kevin De Bruyne,Belgium,1
0.2132493155834776,0.5191119886046722,0.9312412096764175,0.13422600474617957,0.7565822239874861,0.17338784287232925,0.2346835512602013,0.611032029631758,M. ter Stegen,Marc-André ter Stegen,Germany,1
0.8206630613556645,0.8582072559883421,0.6912812490928596,0.4578006594880371,0.6604011770537961,0.17270500141698875,0.42960445517810164,0.6176095625031509,V. van Dijk,Virgil van Dijk,Netherlands,1
0.975303799666011,0.43740839552603006,0.6577038616959779,0.12304817056560774,0.5275874156116848,0.39811011991975925,0.4047326799669773,0.4359296539198503,L. Modrić,Luka Modrić,Croatia,1
0.9421670480611091,0.31426381604884707,0.7014036487799008,0.34330177572973564,0.7180377530810286,0.2508597294892605,0.44871075066428323,0.3786140446714099,M. Salah,Mohamed Salah Ghaly,Egypt,0
0.9246258974452864,0.3036070922153302,0.6577905573505286,0.48426952823826247,0.7912881233232698,0.14595979314876922,0.33598171485595246,0.4348971523996922,K. Mbappé,Kylian Mbappé Lottin,France,1
0.6598665752057321,0.9821099601412526,0.5243045468516263,0.4155710657456675,0.763710881700005,0.20467083170421516,0.39696800401914883,0.20553443478686118,K. Koulibaly,Kalidou Koulibaly,Senegal,1
0.9119171664081862,0.4758880776800754,0.8141278265845493,0.6210651593791103,0.5918776478560671,0.22329440530512984,0.3261662219226833,0.5147232430528235,H. Kane,Harry Kane,England,1
0.18562597133309144,0.4649329097808803,0.9099703575761642,0.2107930076079177,0.6957224725710459,0.06112579452767691,0.4809235820962987,0.4212769699722595,Alisson,Alisson Ramsés Becker,Brazil,1
0.23502237590032887,0.4648857969377585,0.866267482487614,0.10045975178479355,0.8114576866679584,0.13652331507634125,0.40743935217478466,0.46808354280383835,De Gea,David De Gea Quintana,Spain,1
0.8989471487969569,0.648636468100501,0.5600679656478735,0.11224288668120014,0.7209165914039137,0.3277921734496351,0.33439738316424306,0.42790246843506585,N. Kanté,N'Golo Kanté,France,1
0.7433058732187451,0.9064648335718033,0.580459719697447,0.4346907357186681,0.6830484577342392,0.415653046198639,0.40300814200304086,0.4131577496909008,G. Chiellini,Giorgio Chiellini,Italy,0
0.9233697599114161,0.2681952672044705,0.7654604790578046,0.4655356533111536,0.7169457319059899,0.4470659135229793,0.2566998831412658,0.37733830648041755,S. Agüero,Sergio Leonel Agüero del Castillo,Argentina,1
0.9074062132525818,0.7564628520620664,0.6850857140434092,0.39859482864607654,0.646909059168206,0.41276942691181406,0.3845507554444466,0.5955980634580379,Sergio Ramos,Sergio Ramos García,Spain,1
0.8850515313751728,0.4373585816402934,0.883893342795316,0.4418241254976001,0.6001456764702526,0.33171205841740936,0.5260775630050638,0.5512001934935942,L. Suárez,Luis Alberto Suárez Díaz,Uruguay,1
0.9108790826893808,0.401833481232285,0.7913676632548463,0.596517726298119,0.6810521355756047,0.3864440087390861,0.32869432152933487,0.4815156232717325,R. Lewandowski,Robert Lewandowski,Poland,1
0.8354669856858866,0.7714249536092472,0.6643888588991246,0.3052141433207821,0.36182347553443467,0.2758655713396645,0.3127791365904027,0.35160403634525295,Sergio Busquets,Sergio Busquets i Burgos,Spain,1
0.976469234175291,0.3960567117480478,0.7276488420453378,0.36442364885984646,0.6828296734754713,0.3539357792674001,0.2689686311167954,0.555080015624297,A. Griezmann,Antoine Griezmann,France,0
